vid,score,lengh,w,h
n32327vdfvx,2,8604.0,864.0,486.0
l3232grlz3e,2,1775.0,864.0,486.0
t32324pwh4g,2,367.0,486.0,864.0
r3232twscvb,2,3568.0,864.0,486.0
b32320b6vvs,2,6061.0,864.0,486.0
c3227mui6bj,2,595.0,540.0,960.0
h3231tbxc6l,2,288.0,540.0,960.0
c3227okjaj2,2,303.0,486.0,864.0
l32310fs582,2,33706.0,864.0,486.0
s3231j4dnhf,2,373.0,540.0,960.0
h3214dhyhtq,0,13182.0,864.0,486.0
p3134pxmgq6,0,2932.0,864.0,486.0
h3220nw4rxh,0,329.0,486.0,864.0
m3220dvvj1w,0,17507.0,864.0,486.0
w0034lc8ys0,0,3363.0,864.0,486.0
q3220sgbmr2,0,558.0,486.0,864.0
v32204ob5vu,0,495.0,486.0,864.0
o3220wztwzh,0,6745.0,864.0,448.0
h3220boh2ca,0,283.0,486.0,864.0
s3149lejiq6,0,739.0,864.0,486.0
d32209dkjvf,0,405.0,486.0,864.0
c0035i96943,0,3784.0,864.0,486.0
i3220tqpvyl,0,222.0,486.0,864.0
y3220kwx9nk,0,1533.0,864.0,486.0
o0390vjkv9j,0,2516.0,480.0,352.0
s3220uokwlr,0,237.0,486.0,858.0
s0035xxzwpf,0,1340.0,864.0,486.0
o3219n8opwr,0,2932.0,864.0,486.0
g3220amr2pn,0,1460.0,486.0,864.0
g32201a044p,0,2706.0,864.0,486.0
s3220qm1dbn,0,2037.0,864.0,486.0
i32202ewgck,0,5068.0,864.0,486.0
w32201qxhq5,0,2249.0,864.0,486.0
r1437izuptc,0,7541.0,864.0,486.0
y32201rl1kg,0,2318.0,864.0,486.0
m3220s5msrm,0,503.0,540.0,960.0
v3105v6zyld,0,6001.0,864.0,486.0
a3219pmkv45,0,10402.0,864.0,486.0
l3220akj3b3,0,1648.0,864.0,486.0
t0035ung0cy,0,424.0,864.0,486.0
c3220t8e7wj,0,1722.0,486.0,864.0
g3220n6gt94,0,6599.0,864.0,486.0
j0035axgs70,0,7625.0,864.0,486.0
u3220u40sgk,0,820.0,864.0,486.0
k3220hcvhcr,0,268.0,486.0,864.0
u088677z3dv,0,594.0,864.0,486.0
w3126wgvu93,0,251.0,540.0,960.0
y3220kw9ttp,0,2011.0,864.0,486.0
f3220swkoi3,0,216.0,540.0,720.0
s3220si4w9x,0,1013.0,864.0,486.0
b0518dg63pa,0,1650.0,848.0,480.0
l3219t0v83w,0,501.0,486.0,864.0
b3220gmmcxa,0,601.0,674.0,486.0
c3220ldbs7h,0,6120.0,864.0,486.0
s0034yqn82b,0,7909.0,842.0,486.0
s3151qbqlkj,0,948.0,864.0,486.0
c32201r159u,0,808.0,864.0,486.0
x32205d8a21,0,451.0,496.0,960.0
s3220w96bel,0,609.0,864.0,486.0
r3220sdlicz,0,353.0,486.0,864.0
l3220obbgtj,0,1237.0,864.0,486.0
u321953c46w,0,1578.0,864.0,482.0
n3220tf6hr7,0,513.0,864.0,486.0
n00346mwdec,0,576.0,486.0,864.0
i3220352rhe,0,4529.0,864.0,486.0
e3220llgm8j,0,1728.0,864.0,486.0
u3220wq4pa3,0,1327.0,864.0,486.0
q3103qhxy2f,0,728.0,864.0,486.0
z3220krof3q,0,383.0,540.0,960.0
l0035fnxywk,0,5599.0,864.0,486.0
b3219jwgfhr,0,360.0,864.0,486.0
w3219q3c6py,0,1053.0,864.0,486.0
j0365skrsbi,0,936.0,848.0,480.0
f3219xtqbky,0,2525.0,864.0,486.0
k31077y53a9,0,911.0,486.0,648.0
i3219ost8vv,0,1549.0,864.0,486.0
p3219y0fsza,0,3867.0,864.0,486.0
b0034ertpwd,0,1406.0,486.0,864.0
x321961cj2r,0,12029.0,864.0,486.0
m3219uvxey6,0,2537.0,864.0,486.0
w3219mx9jek,0,3096.0,864.0,486.0
v3114nphat1,0,976.0,486.0,486.0
m00356q22ee,0,5015.0,864.0,486.0
r3219ala5tb,0,1920.0,864.0,486.0
o05191y9oo1,0,1742.0,848.0,480.0
q3219maxx4e,0,1868.0,864.0,486.0
s32194j8ita,0,1458.0,710.0,486.0
y32197mvzdk,0,7612.0,864.0,486.0
n3219bry0ta,0,489.0,486.0,864.0
k3102ncg7us,0,1874.0,864.0,486.0
o3219kq6baj,0,364.0,486.0,864.0
l3219z3glxr,0,2642.0,864.0,486.0
e321928b6ye,0,294.0,486.0,864.0
v0035zr1pfb,0,1586.0,864.0,486.0
q32195ca0rj,0,2081.0,864.0,486.0
q321928yyfa,0,321.0,486.0,864.0
j3108gmfuwg,0,9239.0,864.0,368.0
k32194mnf35,0,297.0,486.0,486.0
l3219do911o,0,2288.0,864.0,486.0
k32193rlkdg,0,1053.0,864.0,486.0
z0975qm6s04,0,1571.0,666.0,486.0
q3219vqg990,0,1237.0,864.0,486.0
i3219uvdler,0,3017.0,864.0,486.0
n3219sgbqdc,0,270.0,486.0,864.0
m3219rsbpsd,0,330.0,486.0,864.0
y3219d7u29v,0,3659.0,864.0,486.0
y3219w8ascj,0,4316.0,864.0,486.0
m32191ywt1b,0,331.0,864.0,486.0
n3219d5bb51,0,313.0,486.0,864.0
o3219fq5dkl,0,1248.0,864.0,486.0
s32193o4b4f,0,1654.0,864.0,486.0
h32194jr9v6,0,791.0,864.0,486.0
v003532ohaz,0,5000.0,864.0,486.0
o00358r8avj,0,4998.0,864.0,486.0
z3219qb52zm,0,2447.0,864.0,486.0
m3219bv45du,0,563.0,486.0,864.0
p3219obm6y6,0,1428.0,864.0,486.0
n3219d5l5m9,0,16354.0,864.0,486.0
h3219umdh2x,0,1668.0,864.0,486.0
m3219evf0tg,0,357.0,486.0,860.0
s3219qkunb6,0,1156.0,864.0,486.0
m3219fax53l,0,2865.0,864.0,486.0
x3219qx361d,0,1613.0,864.0,486.0
z3219aix64h,0,1449.0,864.0,486.0
w0035w3r8dj,0,1038.0,864.0,486.0
g3212tgy15m,0,4346.0,864.0,486.0
q3219jgyyt5,0,3138.0,864.0,486.0
m00347pdgug,0,375.0,486.0,864.0
d3219frolto,0,2542.0,864.0,486.0
z3154xwydg4,0,1533.0,608.0,486.0
f3219t7r4d0,0,1549.0,486.0,676.0
z3219o565jr,0,4862.0,864.0,486.0
e3131cjh10b,0,318.0,400.0,864.0
b32190nlsnw,0,318.0,486.0,864.0
f3219tdk9up,0,2693.0,864.0,486.0
z3219ly3n69,0,5645.0,864.0,486.0
z3219wecalr,0,2696.0,486.0,864.0
f00350zwgxa,0,10184.0,864.0,486.0
g3219yyv2rj,0,1556.0,864.0,486.0
v0035i5s09k,0,6238.0,864.0,486.0
v32125rs24t,0,260.0,486.0,864.0
s3219wrf1yc,0,1585.0,864.0,486.0
b3219t5rqr1,0,409.0,486.0,864.0
o32197o5tni,0,230.0,486.0,864.0
h3219mp177h,0,555.0,540.0,960.0
l32190tqp31,0,447.0,540.0,960.0
t32197am37j,0,235.0,486.0,864.0
j3219gc7d0t,0,12148.0,864.0,410.0
i3219o6l40m,0,2020.0,864.0,486.0
b3219ey3u8r,0,2693.0,864.0,486.0
d3219j6g7iu,0,2696.0,864.0,486.0
x3219ckkmbq,0,2574.0,864.0,486.0
m3219vq16pv,0,1658.0,864.0,486.0
c3219960ej8,0,445.0,486.0,864.0
t32197ce5km,0,552.0,864.0,486.0
b3219yct20s,0,1502.0,864.0,486.0
d32198lbr54,0,3254.0,864.0,486.0
z3219d97slw,0,1701.0,864.0,486.0
g3219yyephg,0,2267.0,864.0,486.0
m3219oaaolj,0,1885.0,864.0,486.0
b32196rq5vz,0,2230.0,864.0,486.0
k32195ufdri,0,982.0,864.0,486.0
i3212yc1s8l,0,751.0,486.0,486.0
p3219tfhxgo,0,5344.0,864.0,446.0
k3219tdfmq3,0,5245.0,858.0,486.0
g3219cmvxtl,0,3289.0,864.0,486.0
v3219cqkqff,0,3497.0,864.0,486.0
u3219dnxn08,0,2859.0,864.0,486.0
p321907z05i,0,216.0,486.0,854.0
u3219ny6jqo,0,7658.0,864.0,486.0
h3218pplz6k,0,1645.0,864.0,486.0
c32193v5nfk,0,811.0,864.0,486.0
c3219nn03vb,0,3707.0,486.0,864.0
h3219mythpo,0,7466.0,864.0,486.0
p3219p916r3,0,315.0,540.0,960.0
e3071atwv0l,0,598.0,648.0,486.0
i3219iejuo9,0,1606.0,864.0,486.0
t3219gvz2qs,0,4723.0,486.0,858.0
k3219o4h8hd,0,10838.0,864.0,486.0
p3219rxw47k,0,1443.0,486.0,864.0
l03705212aw,0,590.0,608.0,352.0
e3219zlz56j,0,1523.0,864.0,486.0
l0975rk65l1,0,427.0,864.0,484.0
m3219658qh1,0,9789.0,864.0,486.0
a3219xslf8c,0,5133.0,864.0,486.0
q3219gk97bf,0,6252.0,864.0,486.0
f3219al0q9q,0,5393.0,864.0,486.0
c3219kxhmwu,0,4767.0,864.0,486.0
h3219dj406i,0,2869.0,864.0,486.0
g321917uzzz,0,3835.0,864.0,486.0
z1437ay66a0,0,1387.0,648.0,486.0
r3219iuouqm,0,2289.0,864.0,486.0
z0035s9ka8l,0,569.0,864.0,486.0
i0035n9w2i4,0,5852.0,864.0,486.0
o3219m2m80k,0,251.0,486.0,864.0
c0034ids0z9,0,40714.0,648.0,486.0
q3219ei2gnl,0,1829.0,858.0,486.0
u3219hzo36q,0,307.0,486.0,864.0
r3219cnc71i,0,252.0,486.0,864.0
z3219yb8w4w,0,1796.0,486.0,864.0
y3219m322is,0,1069.0,864.0,486.0
t32190vudi5,0,331.0,486.0,864.0
a0035h131il,0,11342.0,864.0,486.0
z3219oeucx0,0,213.0,486.0,864.0
x0977ay6dbl,0,10464.0,864.0,486.0
i32194oxk8w,0,12182.0,864.0,486.0
t3219c6brg7,0,4652.0,864.0,486.0
j3219d4bp16,0,3673.0,864.0,486.0
j321961mgrr,0,341.0,486.0,864.0
x3219ammdcr,0,2056.0,864.0,486.0
u3219mb2yvb,0,429.0,486.0,860.0
e32199vea0l,0,790.0,864.0,486.0
u3219zcz1nk,0,294.0,486.0,864.0
s31039vxbnj,0,3945.0,864.0,486.0
l0979jf9qxg,0,354.0,540.0,960.0
n3113quua6i,0,294.0,864.0,486.0
y31153d05sn,0,3509.0,678.0,486.0
c31440rfm0i,0,203.0,864.0,486.0
c3100jznhw3,0,951.0,864.0,486.0
o3101fg3s2s,0,568.0,864.0,426.0
v0976skz88x,0,3677.0,612.0,486.0
w3079pafwk6,0,14613.0,864.0,486.0
c0979jwtdsm,0,7501.0,864.0,484.0
o3081tj8u4i,0,457.0,864.0,486.0
z0979ti9vpe,0,323.0,864.0,486.0
k3100ft9c1o,0,5213.0,864.0,486.0
g30828lgz1q,0,380.0,864.0,484.0
m0974y96n50,0,140.0,486.0,864.0
c0975p245po,0,310.0,864.0,486.0
y3080ll3t58,0,4877.0,648.0,486.0
j3104h18jfw,0,293.0,486.0,864.0
x09761n1wgo,0,1149.0,618.0,486.0
c09772cbr9m,0,297.0,864.0,486.0
o0975w554hw,0,2891.0,864.0,486.0
l3144a2pj28,0,382.0,864.0,486.0
o3101p5faei,0,4453.0,864.0,486.0
u3152cb5kva,0,14580.0,864.0,486.0
t3104t2kdoz,0,257.0,486.0,864.0
i3100hvidn2,0,470.0,486.0,486.0
h3078alw43x,0,7094.0,864.0,486.0
t3114agbiba,0,559.0,864.0,486.0
w31412rlnlg,0,244.0,474.0,864.0
b09766940id,0,254.0,486.0,856.0
p30785k3ln4,0,5237.0,864.0,486.0
o3080cl9mvl,0,249.0,486.0,864.0
j3151zo7xb5,0,3183.0,846.0,486.0
v3100c6db01,0,271.0,486.0,864.0
e31114ssqyj,0,269.0,864.0,342.0
t3102d5qjwt,0,22924.0,608.0,486.0
f3104z94004,0,11113.0,864.0,486.0
p3148zowoiw,0,719.0,864.0,486.0
m3145jvsp9o,0,485.0,864.0,486.0
l31052a1pjq,0,252.0,864.0,486.0
w0979rfelm8,0,287.0,864.0,486.0
d3100gsypwp,0,1569.0,864.0,486.0
c3111p5vtes,0,227.0,540.0,960.0
a3142au7v51,0,1601.0,858.0,486.0
d3102jb3wjw,0,260.0,486.0,864.0
n3080365z1o,0,264.0,952.0,540.0
k311090pi4u,0,4055.0,648.0,486.0
e3101i66skh,0,255.0,648.0,486.0
y3131hly0vi,0,1504.0,846.0,486.0
j3101h2qgt0,0,1370.0,864.0,486.0
n3130hdyogf,0,4462.0,864.0,486.0
v3104okdckg,0,5854.0,864.0,476.0
k3137b9qssm,0,300.0,602.0,486.0
h31107q6emd,0,2108.0,862.0,486.0
x3078eomlz9,0,300.0,864.0,486.0
z0980hk15a2,0,382.0,486.0,858.0
w3106jpflow,0,278.0,486.0,864.0
y3109qqf4nb,0,345.0,864.0,486.0
y3111cif2n3,0,458.0,864.0,486.0
f3103f15rak,0,3747.0,648.0,486.0
e3081puv873,0,3565.0,656.0,486.0
b3209flzu8w,0,5746.0,864.0,484.0
m3140d0x5q5,0,635.0,864.0,486.0
x31028e1uj4,0,2424.0,864.0,486.0
f3123uk6lpb,0,230.0,864.0,486.0
b3154l95935,0,1207.0,864.0,486.0
f3112fihd2t,0,268.0,864.0,486.0
d31033bvs6o,0,1406.0,864.0,486.0
h3080q969x0,0,7376.0,864.0,486.0
b3113k5uqld,0,376.0,540.0,960.0
a3149akg9rb,0,624.0,486.0,864.0
u30802n7zff,0,250.0,864.0,486.0
j3146sjc99s,0,623.0,864.0,486.0
x31147yy06d,0,355.0,864.0,486.0
c0978tddw1y,0,124.0,486.0,864.0
j3081hrlh26,0,168.0,864.0,486.0
y0976tuv1vt,0,196.0,486.0,864.0
u3140l0lj94,0,1087.0,864.0,486.0
y3079sbtakc,0,851.0,864.0,486.0
i0978w30ibu,0,277.0,540.0,960.0
n0975qnoxlp,0,146.0,486.0,832.0
v3102la8djd,0,379.0,486.0,864.0
l3114yys8ib,0,475.0,864.0,486.0
m3140k3pp73,0,226.0,864.0,486.0
u3111r36w1n,0,1275.0,864.0,484.0
u3131kartco,0,9348.0,864.0,486.0
t3102hr0vcv,0,5771.0,648.0,486.0
g32066hkea9,0,1883.0,864.0,486.0
g3112vyc8mx,0,283.0,562.0,486.0
e3138l85f8e,0,270.0,864.0,486.0
h31000ympyd,0,737.0,864.0,486.0
t311701k2e6,0,3222.0,820.0,486.0
y09760hb3ew,0,204.0,486.0,850.0
y3103ktyx6n,0,1454.0,864.0,486.0
b31102zetsy,0,4068.0,648.0,486.0
q31431ybw0g,0,1720.0,864.0,486.0
a0975i741mz,0,152.0,486.0,864.0
a0975a3q83j,0,131.0,486.0,864.0
e3105dbiuv3,0,1493.0,864.0,486.0
o3102jnicnq,0,1501.0,846.0,486.0
a3105fx8cvn,0,5198.0,864.0,486.0
g3079xcaj0f,0,233.0,864.0,486.0
s30789711do,0,300.0,864.0,486.0
a09763razq9,0,901.0,864.0,486.0
b3104xo71r3,0,8020.0,864.0,486.0
s0977grpnoc,0,2826.0,864.0,486.0
z31406fchso,0,1762.0,864.0,486.0
x3079u8q3m5,0,3782.0,648.0,486.0
m3121eszv6e,0,1135.0,864.0,486.0
p3132hgy9i2,0,2201.0,648.0,486.0
j3112jpracr,0,193.0,864.0,462.0
r0979aomte0,0,3828.0,846.0,486.0
f3102x76f8t,0,277.0,396.0,864.0
n3130nrbsc1,0,357.0,486.0,864.0
e0975vnpave,0,610.0,486.0,864.0
a3109cwazfy,0,3588.0,864.0,486.0
s3115b2a90s,0,1436.0,864.0,486.0
d31468o8a3j,0,7010.0,864.0,486.0
n31085e3z91,0,318.0,540.0,960.0
v3114sqwvhd,0,140.0,864.0,484.0
v313309j83w,0,1383.0,864.0,486.0
i31270141ys,0,2672.0,864.0,486.0
t09756kpqmw,0,306.0,864.0,486.0
r3123kfdmp9,0,1655.0,864.0,486.0
z3151fb9rdy,0,402.0,486.0,858.0
u3109vv86ty,0,3421.0,864.0,486.0
v0978vv00jw,0,1466.0,846.0,486.0
n31394ln3j2,0,419.0,864.0,486.0
n3100id1jrj,0,327.0,864.0,486.0
x09741d74qv,0,345.0,486.0,864.0
i0975ye7jur,0,173.0,486.0,864.0
p3154drcjdn,0,295.0,486.0,858.0
r3123qrunlv,0,4731.0,864.0,486.0
n3121yylzuh,0,2697.0,846.0,486.0
x31083oojiw,0,220.0,864.0,486.0
k31165ewngr,0,8218.0,864.0,486.0
j3105lzby7e,0,280.0,960.0,540.0
x3108e2q39c,0,406.0,864.0,486.0
f0979zl8is9,0,2449.0,864.0,486.0
e3101yq41qd,0,373.0,540.0,960.0
o3125x5hts5,0,999.0,864.0,486.0
y3121ntnpkr,0,183.0,486.0,864.0
s31001czaof,0,375.0,864.0,486.0
f0976x741gg,0,243.0,864.0,486.0
t3151ags12y,0,388.0,864.0,486.0
j0978jg0pwo,0,426.0,864.0,486.0
t30826m8wtr,0,1438.0,864.0,486.0
b3103fc58yw,0,299.0,864.0,486.0
s3112gpqvs0,0,294.0,486.0,864.0
k3146cp0eu6,0,175.0,486.0,860.0
l31118454h1,0,287.0,864.0,486.0
p0979mj9eoh,0,275.0,864.0,486.0
s31327mxavk,0,4126.0,688.0,486.0
o3101li99bu,0,205.0,486.0,864.0
w0974lzt742,0,176.0,486.0,864.0
g0976jxbqig,0,323.0,960.0,536.0
y30813brnao,0,247.0,486.0,864.0
q3147ibkgk0,0,603.0,864.0,486.0
m3079nttebs,0,168.0,864.0,484.0
w3112z08d3o,0,3682.0,864.0,486.0
f0979159fxp,0,265.0,864.0,486.0
m09758pr6gw,0,7473.0,644.0,486.0
o3130lsn1h9,0,7003.0,624.0,486.0
j0976y9mx7i,0,135.0,486.0,864.0
a3115if0y8h,0,3199.0,694.0,486.0
c3126xwvttw,0,174.0,864.0,486.0
g307802pxx6,0,316.0,400.0,864.0
t3102tpokg6,0,378.0,864.0,476.0
s3112uv5tm0,0,1518.0,864.0,486.0
o31065i65sn,0,4070.0,864.0,486.0
p3079bfp3uu,0,250.0,648.0,486.0
n314040ehj1,0,395.0,864.0,486.0
z3110dxn4gs,0,3941.0,864.0,486.0
d0975u3idlh,0,275.0,648.0,486.0
k097565u3xe,0,209.0,486.0,864.0
c3082k1payl,0,184.0,486.0,864.0
d3132xo9u93,0,18382.0,634.0,486.0
t0979kyek71,0,293.0,864.0,486.0
i31254s0y5p,0,1899.0,864.0,486.0
b3104a3m50i,0,289.0,486.0,864.0
c31022cumwj,0,334.0,864.0,486.0
t3110ieniwg,0,248.0,486.0,854.0
e09757ey3q4,0,379.0,486.0,864.0
h0978vssd5l,0,184.0,486.0,864.0
s3161ldg822,0,207.0,540.0,960.0
i3136mjbvj1,0,12168.0,730.0,486.0
b3110qeptqw,0,366.0,864.0,486.0
o31511r74a5,0,207.0,486.0,864.0
t3127xmhriu,0,411.0,864.0,486.0
e3123wepsyb,0,1247.0,960.0,526.0
w3111bx0hdd,0,374.0,540.0,960.0
b3104dzc0aa,0,476.0,486.0,864.0
w31084r24n1,0,5339.0,864.0,486.0
g0974krilqq,0,254.0,486.0,864.0
f3110ygk1tc,0,3575.0,648.0,486.0
t3110u7q07h,0,5692.0,864.0,486.0
s097572da3f,0,137.0,486.0,864.0
f0976gfwu2d,0,157.0,486.0,864.0
z0979aycaj4,0,276.0,864.0,484.0
w097633yghg,0,150.0,486.0,864.0
l09806pd88b,0,1611.0,864.0,486.0
n31259f04l6,0,1493.0,864.0,486.0
y312094ai13,0,276.0,540.0,960.0
y3150ivqf2s,0,10562.0,864.0,486.0
l3110o79pwt,0,4206.0,864.0,486.0
k0975uhzuai,0,161.0,486.0,864.0
q0980u4ipqg,0,6576.0,864.0,486.0
n3078szwt8b,0,2700.0,648.0,486.0
j3081sawgrb,0,374.0,864.0,486.0
c30825r23f1,0,1430.0,864.0,486.0
v3119413q2a,0,277.0,486.0,608.0
p0975h48z9o,0,11170.0,648.0,486.0
i0979r3ie7m,0,279.0,864.0,486.0
h3129yfei9t,0,6361.0,864.0,486.0
s0975gf9bm5,0,2063.0,648.0,486.0
o3133ymopwp,0,1135.0,864.0,486.0
i09755din7w,0,275.0,864.0,484.0
h0976iatjpz,0,143.0,486.0,864.0
g31150ue0u8,0,250.0,588.0,486.0
g09760448h7,0,282.0,864.0,486.0
e3107c77ub2,0,270.0,864.0,486.0
t3112z2451y,0,2398.0,864.0,486.0
a3135i0ncr7,0,238.0,864.0,486.0
z3127bd5wan,0,259.0,864.0,486.0
d3079qd3e0q,0,5253.0,864.0,476.0
s09754rec3q,0,275.0,864.0,486.0
y313170ui60,0,5899.0,714.0,486.0
j3136lu12eu,0,271.0,540.0,944.0
w3150jjzeym,0,726.0,864.0,486.0
t31083nepjj,0,412.0,864.0,486.0
b313266vt5x,0,7211.0,864.0,486.0
e3150tdf069,0,10548.0,648.0,486.0
s31512obpfi,0,36882.0,648.0,486.0
f3150pb9rpy,0,6697.0,486.0,486.0
q0980j6yijf,0,2112.0,864.0,486.0
n3124x0jvb5,0,9261.0,864.0,486.0
x3081oqr0pq,0,403.0,864.0,486.0
d3145mo4jj7,0,247.0,778.0,486.0
o3210qndgqx,0,5304.0,864.0,486.0
h3108qx9nfl,0,991.0,662.0,486.0
f3133va1wpz,0,1464.0,864.0,300.0
g3111zr2nkq,0,679.0,486.0,864.0
w3113nanrjo,0,914.0,864.0,486.0
q0034x048hz,0,1504.0,486.0,864.0
j3082g4uo6m,0,6120.0,864.0,486.0
b31238tw17v,0,1718.0,864.0,486.0
s3148b5z7t3,0,333.0,486.0,858.0
b3146i7y6jg,0,1127.0,864.0,486.0
y3120ql6k9c,0,1930.0,846.0,486.0
s3119sh1mvq,0,218.0,702.0,486.0
p3210seo8jq,0,1527.0,486.0,864.0
g3211y0ibzz,0,3699.0,864.0,486.0
s3205yjuiun,0,3170.0,864.0,486.0
u3102jq719x,0,1012.0,864.0,486.0
s3154wdmo1s,0,633.0,864.0,486.0
y09780he2hn,0,311.0,864.0,484.0
f3101xschpx,0,1230.0,638.0,486.0
h310535c3k0,0,1314.0,486.0,830.0
k3136hcdntm,0,1393.0,864.0,486.0
t313780v6yw,0,3748.0,864.0,486.0
k09757mk1n5,0,133.0,486.0,864.0
m3142uj0vtt,0,3411.0,864.0,476.0
a3210dahio0,0,1759.0,648.0,486.0
j3115zy8vqz,0,167.0,864.0,484.0
u09762tymoz,0,267.0,486.0,648.0
q3209olcslt,0,2250.0,648.0,486.0
e3164r6ner2,0,1675.0,864.0,486.0
r3153wgsnr6,0,222.0,486.0,858.0
i3204vor4e2,0,351.0,486.0,850.0
i3157nhmybh,0,7480.0,864.0,484.0
b3151kk62bv,0,917.0,860.0,486.0
n3138bzmu24,0,1025.0,540.0,960.0
q3079ntb0qt,0,6297.0,648.0,486.0
o3111d0n70v,0,233.0,486.0,858.0
g3202353zxl,0,692.0,1280.0,720.0
b3211gv2h8l,0,183.0,486.0,864.0
e3207kbvqs6,0,240.0,486.0,858.0
l3210b0e0x4,0,5295.0,864.0,486.0
x3165klunnw,0,1245.0,540.0,960.0
q3202b2pnjx,0,1548.0,1280.0,720.0
a3081jnv5m3,0,165.0,864.0,486.0
e3113krfhks,0,1307.0,608.0,486.0
c097934qga5,0,266.0,864.0,486.0
m320390p3pk,0,1600.0,1280.0,660.0
a3122buy1wq,0,5044.0,864.0,486.0
u3155htwj2a,0,41750.0,662.0,486.0
p3142w1jdj6,0,1387.0,864.0,486.0
r3119jovnv6,0,8330.0,864.0,486.0
m31015wpvm5,0,443.0,486.0,864.0
d3155f9u22s,0,28750.0,662.0,486.0
e3156zm2biq,0,2618.0,486.0,486.0
z3113k0gmak,0,2172.0,864.0,486.0
g3113gwgy1m,0,5719.0,864.0,484.0
e31557xgn3e,0,13683.0,648.0,486.0
f32098icaa5,0,1540.0,864.0,486.0
g3156708fj7,0,2435.0,864.0,486.0
w31045r0gon,0,214.0,486.0,486.0
u3139z5e6ru,0,417.0,864.0,486.0
t0976oy2tjy,0,1546.0,864.0,486.0
g0976dipecx,0,258.0,486.0,864.0
k3110ptwxsl,0,5223.0,864.0,486.0
f3117chu2oj,0,294.0,864.0,486.0
z3078uh6iej,0,252.0,486.0,864.0
u3204ocspdv,0,4440.0,648.0,486.0
e0975akjh82,0,5256.0,648.0,486.0
u3101vnmd3e,0,5847.0,648.0,486.0
u3122lynfkl,0,2875.0,864.0,486.0
r0974l4tcfu,0,136.0,486.0,850.0
j3110muhkaj,0,801.0,858.0,486.0
k3127i5g5bp,0,815.0,864.0,486.0
t31412rlayc,0,1026.0,648.0,486.0
a0978dj1tve,0,864.0,864.0,486.0
p3151quziyf,0,1389.0,864.0,486.0
x31001fius5,0,432.0,864.0,486.0
r0976rq8sts,0,231.0,486.0,864.0
b3128cr5loq,0,19329.0,864.0,486.0
t0975ny9tnf,0,123.0,486.0,864.0
c0976d1am8o,0,228.0,606.0,486.0
d30806e1wyv,0,3849.0,862.0,486.0
g3117zwpg9n,0,265.0,864.0,486.0
l3110r5u5bd,0,3146.0,864.0,486.0
x0976ararsu,0,192.0,486.0,856.0
z3079j81c4r,0,288.0,486.0,864.0
r3141jx7imp,0,259.0,864.0,486.0
y0975leo6jf,0,193.0,486.0,864.0
s3136zsfdm7,0,463.0,864.0,486.0
x3102g2r0by,0,333.0,486.0,858.0
l3105r9ak2w,0,387.0,864.0,486.0
j3119hdd8lh,0,226.0,540.0,960.0
z097662rt24,0,251.0,864.0,486.0
l09757me9t0,0,255.0,864.0,486.0
j0977kal360,0,5125.0,630.0,486.0
b3102m1hkze,0,323.0,778.0,486.0
k3078vp9kp2,0,289.0,864.0,486.0
l3101jklyvx,0,354.0,486.0,864.0
j3112hdpbw8,0,323.0,778.0,486.0
y3078bico1m,0,384.0,864.0,486.0
s098056on8z,0,2171.0,864.0,484.0
f3108lqj8pf,0,313.0,864.0,486.0
r3148yofwfd,0,616.0,864.0,486.0
v09792bqr0e,0,320.0,864.0,486.0
k3100g6harx,0,233.0,864.0,486.0
w3112zn9ch5,0,1516.0,864.0,486.0
o31150cxw86,0,165.0,864.0,484.0
p3123m1p40o,0,343.0,864.0,486.0
y31055yf37s,0,370.0,864.0,486.0
k30827id00q,0,254.0,486.0,864.0
h0976sdzzxn,0,124.0,486.0,864.0
c0978arfln8,0,297.0,864.0,486.0
j3153ljf1w1,0,304.0,864.0,486.0
g09757evfde,0,140.0,486.0,864.0
h0975k54qp3,0,12944.0,864.0,486.0
g3118gf0t4z,0,308.0,864.0,482.0
j3100iu0yi8,0,14693.0,864.0,486.0
k3132kxx8ut,0,426.0,858.0,486.0
c0976xnugmj,0,525.0,864.0,486.0
r3143wosolr,0,437.0,864.0,486.0
g3210ynmz7i,0,5351.0,864.0,486.0
z3102rufpao,0,338.0,486.0,864.0
u3082rnc0ab,0,395.0,486.0,844.0
q310818wiga,0,275.0,864.0,486.0
g0980sfs88e,0,1868.0,864.0,274.0
g3101bs6i5c,0,2383.0,864.0,486.0
f3101hm8vop,0,227.0,486.0,648.0
y31000q5dpk,0,6200.0,648.0,486.0
w3101q65m6e,0,14518.0,864.0,388.0
b3106k6j83i,0,292.0,864.0,486.0
d09752l6yws,0,1924.0,486.0,864.0
k31006h5wba,0,276.0,864.0,486.0
e31065yuhge,0,281.0,486.0,864.0
t3155gl5rk2,0,12320.0,648.0,486.0
d0977a7qu0q,0,1325.0,864.0,486.0
y0979usxcg8,0,275.0,864.0,486.0
c3164hsebc7,0,4425.0,864.0,486.0
m3111wbsdd6,0,267.0,864.0,486.0
q31305ceewk,0,1313.0,648.0,486.0
h3078f29jv4,0,1370.0,864.0,486.0
x3150m6eb8q,0,1492.0,864.0,486.0
g3112al5b7z,0,13045.0,486.0,486.0
e3203wc24wz,0,4552.0,1280.0,720.0
u3113zqe946,0,604.0,482.0,864.0
r0976vv0wxb,0,144.0,486.0,864.0
g31138d8wnb,0,244.0,864.0,486.0
a0974103r20,0,6047.0,648.0,486.0
