vid,score,w,h
l32192d5vv9,0,864.0,486.0
r3218m7nwy6,0,864.0,486.0
h3218yb73hc,0,486.0,864.0
b3220pkyh6k,0,864.0,486.0
a3218322oy4,0,486.0,864.0
o32186srrae,0,864.0,486.0
z3220jxg4e2,0,864.0,480.0
o32189cx8lc,0,864.0,486.0
q32185ecuro,0,864.0,486.0
b3219nmlihc,0,486.0,864.0
a32187ljtir,0,864.0,486.0
w3218izfiov,0,486.0,864.0
f32188fc5u5,0,864.0,486.0
m321720o54b,0,864.0,486.0
q32180m6ya8,0,864.0,486.0
f3218w0bccd,0,864.0,486.0
a3218fg49nb,0,486.0,864.0
p3218k7pojz,0,864.0,486.0
g3219bb1xjm,0,864.0,486.0
m3218jhle59,0,486.0,864.0
q3218syt2j5,0,486.0,864.0
t3219ah9975,0,486.0,864.0
r3218t2k3bj,0,864.0,486.0
y3218xpp2k8,0,540.0,960.0
x32183fwau6,0,864.0,486.0
v3218shjkgn,0,864.0,486.0
e3081b2pcln,0,864.0,486.0
r0035zjd4u8,0,864.0,486.0
j3218z7jwxi,0,864.0,486.0
c3218b6p84e,0,864.0,486.0
d32187mt8m0,0,486.0,864.0
k3218h83ywp,0,486.0,864.0
g3218hfa7nb,0,486.0,864.0
g3218ro1pb2,0,486.0,864.0
x3218mg0m61,0,486.0,864.0
f3218eikz41,0,864.0,486.0
b3218tt1ojz,0,486.0,864.0
s3218jbp4ud,0,486.0,864.0
g32187caltm,0,864.0,486.0
y3218l1lq2a,0,864.0,486.0
u3218znyixc,0,864.0,486.0
f3218flfh32,0,864.0,486.0
s32185g8ubm,0,864.0,486.0
s32186zjmlt,0,864.0,486.0
t3218tdo8ne,0,864.0,486.0
k32186m3d38,0,864.0,486.0
e3217e3ep70,0,864.0,486.0
x32189blou3,0,864.0,486.0
f3218cvi9qm,0,864.0,486.0
o32180at0gy,0,864.0,486.0
z32182pv4lz,0,864.0,486.0
a3218nvmeq3,0,540.0,960.0
m32180h4kt4,0,486.0,864.0
q3218zz89zn,0,864.0,486.0
z321815yssy,0,864.0,486.0
l32199whj7m,0,486.0,864.0
r3219as8p8z,0,864.0,486.0
z32196wcmgk,0,864.0,486.0
p32189pkv6l,0,864.0,486.0
b32181l8vq5,0,846.0,486.0
n32186o56fs,0,864.0,486.0
o3218gv945t,0,486.0,864.0
a3219l74jiy,0,864.0,486.0
z3218ww9fk4,0,864.0,486.0
x3218owaow4,0,486.0,864.0
w3218lrshgp,0,858.0,486.0
f3218v8xw5u,0,664.0,486.0
b0619wq35rn,0,848.0,480.0
v3218hhvzno,0,864.0,486.0
b32180f8g9e,0,486.0,856.0
w321823tem5,0,486.0,864.0
q3218bpr6zl,0,864.0,486.0
u3218murlrf,0,864.0,486.0
l32188682sl,0,486.0,864.0
e3218ye9q7c,0,540.0,960.0
a3219ittm8x,0,864.0,486.0
n321904jo5g,0,864.0,486.0
j3219rit3q4,0,864.0,486.0
c3218q240dx,0,864.0,486.0
h3218hj4mx3,0,864.0,486.0
p32189xkw9j,0,864.0,486.0
d3218xtgi9t,0,864.0,486.0
d3218l7ammw,0,864.0,486.0
c3218np32o9,0,664.0,486.0
y3218pimo9b,0,864.0,486.0
v3218tuqkix,0,864.0,486.0
m143790cq1b,0,864.0,486.0
k3218qn59ab,0,540.0,952.0
w3219w4v6gk,0,864.0,486.0
i3219lh852i,0,864.0,486.0
h3218fymzt0,0,864.0,486.0
p3218j8261i,0,864.0,486.0
f3012iu6inz,0,838.0,486.0
k3218s2t4ac,0,864.0,486.0
n3218l3z5aq,0,486.0,864.0
b1437lx4soh,0,864.0,486.0
u3218eyb4cz,0,864.0,486.0
z3219drv4r9,0,864.0,486.0
d32197596hi,0,864.0,486.0
n32196yainh,0,864.0,486.0
j3219bliayi,0,864.0,486.0
e3218as0xyz,0,864.0,486.0
r3218ca77tq,0,486.0,864.0
l3219lueoyr,0,486.0,864.0
h32181jl4ir,0,846.0,486.0
m3218u19pu3,0,486.0,834.0
y3218b6oe4m,0,486.0,864.0
d3219rzdvdx,0,864.0,486.0
o32188fbypl,0,648.0,486.0
x3219xyvaqn,0,864.0,486.0
b3218r33b6q,0,486.0,864.0
o3218ixwdph,0,540.0,960.0
x3218eb3hy4,0,486.0,864.0
e3218m531ov,0,486.0,864.0
o3218sy5yil,0,864.0,486.0
e3218oywcsp,0,864.0,486.0
j3219u1y295,0,864.0,486.0
o32198ciu3d,0,486.0,864.0
v3219w1gjod,0,864.0,486.0
l3219l0waeu,0,864.0,486.0
s3218yiyzip,0,486.0,864.0
z32195b86ic,0,864.0,486.0
o3218h9u9mb,0,486.0,864.0
j321908ddys,0,486.0,486.0
w3218pkha9v,0,864.0,486.0
a3218n9q4qj,0,540.0,960.0
l1437qwi6wf,0,864.0,486.0
u321842u9yn,0,864.0,486.0
n32180e8dsw,0,486.0,864.0
r3217tcex5n,0,486.0,864.0
t3217jq0v57,0,486.0,864.0
d3218r6yjm1,0,486.0,486.0
s3219qgyzbj,0,486.0,864.0
g32192c52z6,0,486.0,864.0
w3218cu08yu,0,864.0,486.0
b32183ms6wl,0,540.0,952.0
p3217aify2f,0,864.0,486.0
s3218gc5aec,0,864.0,486.0
p3219ncll6x,0,864.0,486.0
i3218pk99ps,0,864.0,486.0
c3219qk6428,0,864.0,486.0
r3218jstabn,0,864.0,486.0
l3219eum7vw,0,864.0,486.0
d3218w9lmfa,0,486.0,864.0
j3219bye8fj,0,864.0,486.0
o3218wbwczb,0,864.0,486.0
j1437lbmlcv,0,864.0,486.0
z3218i7o9tm,0,864.0,486.0
k32190isl1d,0,960.0,540.0
a321923nel7,0,664.0,486.0
e3218c7669r,0,864.0,486.0
y3218l4q2ub,0,864.0,486.0
e3219y667v8,0,864.0,486.0
h3218fgft0n,0,486.0,864.0
x32197yj2eu,0,486.0,858.0
x3218tqztqe,0,864.0,486.0
m3218gf42ak,0,864.0,486.0
t3220viairy,0,540.0,960.0
n32199efoz7,0,864.0,486.0
s3220x6lk5a,0,864.0,486.0
u3220syosxm,0,864.0,486.0
z3219a3sbqq,0,486.0,834.0
p3219vodgn4,0,864.0,476.0
s3218oawdyl,0,864.0,486.0
d3218ir2nxt,0,486.0,864.0
e3219lkoj4y,0,864.0,486.0
f32189g4dzz,0,864.0,486.0
p3218o9nqkx,0,864.0,486.0
a3218vbwx2q,0,864.0,486.0
r3218w9mebh,0,864.0,486.0
m3218699qwl,0,864.0,486.0
q32190a5j93,0,864.0,486.0
j3218e4q4c0,0,864.0,486.0
v3218llzp4n,0,662.0,486.0
o32179v4sym,0,486.0,864.0
q3219khjqen,0,486.0,854.0
p3219mz65ue,0,540.0,960.0
t1437n5izlq,0,864.0,464.0
o3218nxvpms,0,486.0,864.0
v3219ti24bv,0,540.0,960.0
p32188kaz63,0,486.0,864.0
f32188utzgj,0,864.0,486.0
g3219k5n61i,0,486.0,864.0
x3218qe4gbl,0,864.0,486.0
g3219jn0ax0,0,864.0,486.0
m0392mdzd1v,0,848.0,480.0
a3218naqr7j,0,864.0,486.0
x32219apdnv,0,864.0,486.0
o3221wj02zh,0,864.0,486.0
z3221lrqyob,0,864.0,486.0
p3218vj19t2,0,864.0,486.0
p3218z7dz2h,0,540.0,960.0
p3220syk9ut,0,864.0,486.0
q3221y2fhyg,0,846.0,486.0
i3220fcm746,0,864.0,486.0
s3221xr1023,0,864.0,486.0
i3217db8bf7,0,864.0,486.0
v32185nj6kb,0,486.0,858.0
x3217i4kxj4,0,864.0,486.0
q3217wkkhr5,0,864.0,486.0
k3218p2g0az,0,864.0,486.0
n3218al4wa3,0,864.0,486.0
f3218o8a9xq,0,864.0,486.0
a3218bi3ri9,0,862.0,486.0
z3218wzg429,0,864.0,486.0
l3218gyeo59,0,486.0,864.0
i32183bmc65,0,864.0,486.0
i32189wiywh,0,864.0,472.0
l3217ezct42,0,648.0,486.0
j3218yndw8b,0,864.0,486.0
i3218m98fio,0,864.0,486.0
s3218scnso8,0,864.0,486.0
p3218fs0tgq,0,864.0,486.0
d32189nw3r2,0,864.0,486.0
t3218y01chc,0,486.0,864.0
v32180bxnw9,0,864.0,486.0
d3217yzcoxf,0,486.0,834.0
l3217ynkboo,0,864.0,486.0
u3218vi6xv4,0,864.0,486.0
e3218t6002t,0,864.0,486.0
l3218yblj3u,0,486.0,864.0
g32183yvmvc,0,864.0,486.0
a3218o01p0y,0,864.0,486.0
u3217jgt7c5,0,486.0,864.0
z32184g9z50,0,664.0,486.0
o3218n1ysah,0,864.0,486.0
y3218m2658c,0,540.0,940.0
g32187r4wqr,0,864.0,486.0
k3217lrd27a,0,486.0,864.0
s3218s1k8x2,0,864.0,486.0
b3218mj2618,0,486.0,834.0
e3217u8pi4v,0,864.0,486.0
g3146fzu4hf,0,864.0,486.0
s3218j200aw,0,648.0,486.0
c321744fq3f,0,540.0,952.0
q3218qqan9p,0,864.0,486.0
a32180kd8rn,0,864.0,486.0
a3218e91d5f,0,864.0,486.0
t3218oz7ct3,0,864.0,486.0
h3217eg1uks,0,864.0,480.0
m3218hlu35s,0,864.0,486.0
j3217a3vnmh,0,486.0,864.0
q0035pnrv5r,0,864.0,486.0
d32179o6k35,0,864.0,486.0
o3217zoj0ye,0,864.0,486.0
n3217f0tzwp,0,864.0,486.0
c32177l5c8p,0,864.0,486.0
y32183ziacv,0,864.0,486.0
i3218cun4od,0,864.0,486.0
s3217voy171,0,486.0,864.0
r321850zalc,0,864.0,486.0
b3216rc9kra,0,864.0,486.0
u3218t0j8rr,0,864.0,486.0
z3218k0x42u,0,864.0,486.0
a3217mk190s,0,864.0,486.0
u3217o4rlr8,0,486.0,834.0
v3218neyywk,0,486.0,864.0
u3217dim3cc,0,864.0,486.0
t3217kaeaks,0,864.0,486.0
h3217xii58f,0,864.0,486.0
d3217xgsvqq,0,864.0,486.0
p3218hh21j4,0,864.0,486.0
c3217e1jjof,0,486.0,864.0
d3218kuvtsd,0,486.0,864.0
j32176tog24,0,486.0,864.0
m3218nvr5ng,0,486.0,864.0
z3218nns9yv,0,486.0,864.0
a3217yug9zv,0,864.0,486.0
s321732xyby,0,486.0,864.0
q3218ugcdj9,0,864.0,486.0
r3218nsnkz4,0,486.0,486.0
d3217l941m7,0,864.0,486.0
o32181n4koq,0,864.0,486.0
q3218mayof9,0,486.0,834.0
b3218s4h5il,0,486.0,864.0
j3218h7iunm,0,864.0,486.0
s3218x6co2p,0,864.0,486.0
t3218shd85h,0,486.0,858.0
y3218f3jhiu,0,486.0,864.0
r3218ju2xu5,0,486.0,486.0
x3218bt935e,0,864.0,486.0
e321885dkqw,0,486.0,864.0
x0035u6su10,0,864.0,486.0
f3218rvdso3,0,864.0,486.0
f3218i12dcs,0,486.0,834.0
s32183t9knj,0,864.0,486.0
j3218kgbmh9,0,864.0,486.0
a3218gpdza0,0,858.0,486.0
w0035xkire6,0,864.0,486.0
w32182hryn4,0,864.0,486.0
t3218kgsagj,0,864.0,486.0
q322108lort,0,864.0,486.0
j3218g0xo3i,0,864.0,486.0
j32180rxxc7,0,864.0,486.0
i3221sfkn2n,0,864.0,486.0
a322173glah,0,864.0,486.0
s3218o0xxyl,0,540.0,960.0
g321847sbk5,0,864.0,486.0
y32183rbclg,0,864.0,486.0
e3218gxmh6j,0,644.0,486.0
a00350bulxp,0,864.0,486.0
g3221ri2nxe,0,864.0,486.0
m32192416ii,0,486.0,834.0
x322167kjv0,0,486.0,844.0
l003596g7bx,0,864.0,486.0
i3221zv1xdq,0,486.0,864.0
i32216ct135,0,864.0,486.0
l3221mmuj6w,0,864.0,486.0
v32186pdwvo,0,864.0,486.0
s3221as8q87,0,486.0,864.0
t3219xoldjq,0,864.0,486.0
b3221bdogg2,0,864.0,486.0
h3221mesg0n,0,846.0,486.0
w3221zrf4ql,0,864.0,486.0
v3221q5jckv,0,864.0,486.0
j32183izm0g,0,864.0,486.0
s32189z8m5w,0,864.0,486.0
s32174g6xwe,0,864.0,486.0
g3218uzu59f,0,864.0,486.0
m322099u73g,0,864.0,486.0
i32186t2dfx,0,486.0,864.0
g3221ckcf51,0,864.0,486.0
j3221bzm8si,0,864.0,486.0
z3221pxvh96,0,486.0,864.0
a3221xvud2g,0,486.0,834.0
v322075d6s2,0,864.0,486.0
n32209lfsjy,0,864.0,486.0
a3221nwwew7,0,486.0,864.0
f3220o2ggfs,0,864.0,486.0
f3206ed5csd,0,662.0,486.0
l3218mavhl8,0,864.0,486.0
f3221src79v,0,864.0,486.0
n32182s8iy0,0,864.0,486.0
x3221tkfbzp,0,864.0,486.0
o3221p2ml0k,0,864.0,486.0
n3218mushlw,0,864.0,486.0
p3218kz5ja6,0,864.0,486.0
g3221bbmk1h,0,864.0,486.0
g3218bix8iz,0,486.0,486.0
o3218g8rinw,0,486.0,864.0
g0980kvrn5o,0,648.0,486.0
s3218f4241b,0,486.0,864.0
g3220dpzr0q,0,864.0,486.0
b3221ywsepr,0,864.0,486.0
m32187r9qbd,0,486.0,864.0
w3218p4oqx5,0,486.0,864.0
i3218dxysnj,0,664.0,486.0
n32183byicp,0,864.0,486.0
e3218swoyok,0,776.0,486.0
x3221jw9b9m,0,864.0,486.0
a32184gt8lb,0,864.0,486.0
f3218sku7df,0,864.0,486.0
j3220phzai3,0,486.0,864.0
o32186c4va3,0,486.0,864.0
p32207l6iei,0,864.0,486.0
n32186borz9,0,486.0,864.0
k3220i07kzn,0,864.0,486.0
r3218viiwn2,0,816.0,486.0
w3218r75o3r,0,864.0,486.0
u0035rmv3vj,0,864.0,486.0
f3221wwi6uq,0,864.0,486.0
v3220412gen,0,864.0,486.0
r3219gqd8pd,0,864.0,486.0
b3218s9mtrh,0,864.0,486.0
m32180lhio5,0,540.0,960.0
l321896pqh8,0,864.0,486.0
f3218121zr2,0,724.0,486.0
a3218pvovik,0,864.0,486.0
s32186chn82,0,486.0,486.0
l32184rfpo2,0,864.0,486.0
j3218xttgtk,0,486.0,730.0
z3218rr1o65,0,486.0,486.0
s3218ude3ka,0,486.0,834.0
m3218drxe44,0,864.0,486.0
r3218hnr6cm,0,864.0,486.0
u143759pnuo,0,648.0,486.0
f3218nqo0a3,0,864.0,486.0
v32183te76a,0,864.0,486.0
o3218wfvwb8,0,864.0,486.0
y3218md58w5,0,864.0,486.0
f3218bddskq,0,486.0,864.0
r3219mhwwxm,0,486.0,864.0
a32185tjlac,0,864.0,486.0
l3217ff5ex1,0,486.0,846.0
s3218zpw3n2,0,864.0,486.0
k3218nt8932,0,864.0,486.0
g3217db9f2p,0,540.0,894.0
n32189rt8mk,0,486.0,486.0
s3218uwl218,0,486.0,864.0
r3218c5s0ll,0,864.0,486.0
y3218bdoqyd,0,486.0,864.0
j32170jbm7j,0,864.0,486.0
x3218wmg3wd,0,864.0,486.0
s32182bmeh8,0,864.0,486.0
t32181fh7hm,0,864.0,486.0
c3218ppfznd,0,864.0,486.0
i32180vrlyp,0,540.0,960.0
n3218jc0y40,0,864.0,486.0
g3218xeac9k,0,864.0,486.0
s3218s5kkzq,0,486.0,864.0
d3219kbmw9b,0,486.0,864.0
a3218122a4y,0,864.0,486.0
e3218a2so6j,0,864.0,486.0
l3218zui2mg,0,486.0,864.0
h3206fdnvee,0,864.0,486.0
p3217junara,0,864.0,486.0
l32189nromd,0,864.0,486.0
l3218dxbhh3,0,864.0,486.0
z321841xqzn,0,864.0,486.0
f3218mme7fm,0,864.0,486.0
z3219sefzg1,0,864.0,486.0
w32183pklui,0,486.0,858.0
p321940s68o,0,864.0,486.0
q3218s6o2c3,0,486.0,864.0
y3218dxq4on,0,864.0,486.0
k32181cp04k,0,486.0,864.0
m32183ug4pc,0,486.0,864.0
v3218yw06fk,0,864.0,486.0
f321821r7pm,0,486.0,864.0
q3218sxdozx,0,486.0,486.0
x3218tvvpuc,0,864.0,486.0
m3218z9z1t3,0,864.0,486.0
c3218hicfib,0,486.0,864.0
g3218y27b0n,0,864.0,486.0
i3218f5gxtb,0,486.0,864.0
v3219c9ou5z,0,864.0,486.0
h32163h21wt,0,864.0,486.0
j3219sc3cna,0,864.0,486.0
j32183c09vu,0,486.0,864.0
s3219xqfnc0,0,486.0,864.0
x32185z1p54,0,486.0,864.0
n00356m2hcb,0,864.0,486.0
x3218vzm1r3,0,846.0,486.0
b3218bgldbe,0,486.0,834.0
z32178yvdjb,0,864.0,486.0
y32193eoaw7,0,864.0,486.0
w3218zu8siz,0,864.0,486.0
m3218bpuaeg,0,864.0,486.0
s3218pk48no,0,486.0,864.0
f3218tss5vp,0,864.0,486.0
o32195zip3l,0,486.0,864.0
g321892mtab,0,864.0,486.0
v32199bx898,0,540.0,952.0
f321835fifk,0,540.0,960.0
v32195dfhrd,0,864.0,486.0
s321816je7a,0,864.0,486.0
a3219xbxw03,0,864.0,486.0
u32198a1plu,0,540.0,960.0
s3218d7eu2b,0,864.0,486.0
f3218ygw8ke,0,486.0,864.0
l3219z30jwh,0,864.0,486.0
l321849pm93,0,864.0,486.0
m3218i1qea0,0,864.0,486.0
c3218e8vetd,0,864.0,486.0
d3218qgg6wb,0,596.0,486.0
u321846mwf1,0,486.0,864.0
a32185c181e,0,864.0,486.0
z3217lsmida,0,864.0,472.0
s3218a7klqq,0,864.0,486.0
p3219bsl9yn,0,864.0,486.0
c3217kjxm5w,0,486.0,864.0
u3218d5hnlm,0,486.0,486.0
q3219y0mz3g,0,864.0,486.0
x3218exi4gd,0,486.0,864.0
u32181tbtr3,0,864.0,486.0
s3219rgvr0u,0,864.0,486.0
t3218vapaei,0,864.0,486.0
d3218v4itd9,0,864.0,486.0
a3217dazie2,0,486.0,864.0
q3219e37wm6,0,864.0,486.0
c3218xqbtjb,0,540.0,960.0
l3217dful9p,0,864.0,400.0
t3219odpv2z,0,864.0,486.0
c3218939kak,0,864.0,486.0
e3217crv38r,0,486.0,864.0
e32171c5xrm,0,864.0,486.0
i321720va42,0,486.0,858.0
u3217uawsn2,0,648.0,486.0
v32182zvzg5,0,664.0,486.0
h32181kmzn1,0,864.0,486.0
v321859jqmw,0,864.0,486.0
p3202zm6wru,0,1280.0,720.0
d32178drbhf,0,486.0,864.0
u32183ez8mu,0,864.0,486.0
r321932eoz8,0,864.0,486.0
w3217mtrggv,0,486.0,864.0
e3219cukmk5,0,864.0,486.0
i3217cladoa,0,446.0,864.0
b3219tj9gax,0,486.0,858.0
g3217s8o8qb,0,486.0,858.0
d3219shzjbi,0,864.0,486.0
i3219y9bptb,0,486.0,864.0
d3217jib79r,0,486.0,864.0
k3073p9ffaw,0,864.0,486.0
v32193ae26f,0,662.0,486.0
b32172b6ki1,0,858.0,486.0
j3217r31rqc,0,858.0,486.0
d3217zesny4,0,864.0,486.0
r3217npdgms,0,864.0,486.0
c3217jdlkvb,0,864.0,486.0
z3217otmkal,0,846.0,486.0
f3217iqxoyd,0,486.0,864.0
d3217vqipzn,0,864.0,486.0
m3217nawaxe,0,864.0,486.0
x3217w9bec2,0,864.0,486.0
b32179yis6s,0,864.0,486.0
t3217lb4zpc,0,486.0,858.0
j0371swzl78,0,848.0,480.0
e32175hb0it,0,864.0,486.0
a3217ovsah4,0,486.0,864.0
d3217c74kur,0,864.0,486.0
g3217hfi3yq,0,864.0,486.0
n3217od3lmf,0,864.0,486.0
r3217khhi6a,0,864.0,486.0
i3217xv464x,0,864.0,486.0
h32177n3wp4,0,486.0,864.0
a32178kj4rx,0,864.0,486.0
u3217xsoq1g,0,864.0,486.0
p3217ieeesy,0,486.0,864.0
a3217yjftp1,0,486.0,864.0
z3217o8vyea,0,486.0,864.0
h3217j7gzil,0,864.0,486.0
t3217vx7dri,0,864.0,486.0
o3217zeida9,0,864.0,486.0
g3217e4v9zm,0,864.0,486.0
s3217dlmij4,0,864.0,486.0
w32170jhtq4,0,864.0,486.0
s32162vptln,0,864.0,486.0
q32165tjhbf,0,486.0,864.0
i3217nfhwpt,0,864.0,486.0
y3217olh9h9,0,864.0,486.0
d3217z74bp2,0,864.0,486.0
l3217jf52vw,0,486.0,864.0
z3217ochdwd,0,864.0,410.0
i3044tf33zl,0,864.0,486.0
l3217kuet9c,0,864.0,486.0
n3217goa1cu,0,858.0,486.0
y3217wuhxek,0,864.0,486.0
k3217w3jp9x,0,486.0,860.0
a321777b48g,0,486.0,864.0
k3217sxut7b,0,486.0,864.0
j3217wgme3r,0,864.0,486.0
x3217zfiko1,0,864.0,486.0
a3217qi0cib,0,864.0,486.0
z321703ib8k,0,864.0,486.0
q3217anwijl,0,864.0,486.0
q3217thq3td,0,864.0,486.0
r3217jkb7t5,0,864.0,486.0
n3217w3fh1w,0,486.0,864.0
j3217s20b59,0,486.0,864.0
m321790lfx7,0,486.0,864.0
l3217vkwb6u,0,486.0,864.0
a07217y37ve,0,864.0,486.0
i3217kzdp51,0,486.0,864.0
o32174com3h,0,864.0,486.0
i32174ghjx8,0,486.0,864.0
q3217toxhbx,0,528.0,486.0
y3217vwe4rm,0,864.0,486.0
x321777sncx,0,864.0,486.0
x3217a8nwu2,0,864.0,486.0
v32177b5i00,0,486.0,864.0
l321722646a,0,486.0,864.0
w32172k3aqx,0,540.0,960.0
f3217ktoyen,0,864.0,486.0
j32179b1w17,0,486.0,864.0
e3217vlvsqv,0,864.0,486.0
b3217x8ogtu,0,864.0,486.0
w3217psoorw,0,864.0,486.0
t3217dn8zkk,0,540.0,960.0
b3217m9so2z,0,486.0,486.0
v3217hlo7hh,0,864.0,486.0
e32171fcwab,0,486.0,864.0
h3217tqsdll,0,864.0,486.0
y3217sri9gf,0,864.0,486.0
v3217vexdsk,0,864.0,486.0
n3217t49eoa,0,486.0,864.0
a3200st2xrm,0,864.0,486.0
s3217xym2yy,0,486.0,864.0
q3217l157su,0,486.0,864.0
a32170p0rm1,0,864.0,486.0
n32173z9xvx,0,864.0,486.0
g3217cltufb,0,864.0,486.0
v3217elvww6,0,864.0,486.0
o321787f3tz,0,864.0,486.0
t321795vwo1,0,864.0,486.0
a3217we77vm,0,486.0,864.0
f321782zpnj,0,486.0,864.0
d3217nyl49d,0,486.0,864.0
k3217jh11fl,0,864.0,486.0
t32173m32u6,0,474.0,864.0
j3216utq3a1,0,864.0,486.0
h3217e08fo9,0,864.0,486.0
p3217gpi7uq,0,864.0,486.0
b3217dl0kw7,0,864.0,486.0
u3217fd5gwv,0,864.0,486.0
j3217hbg8nz,0,540.0,960.0
y32171luqq9,0,864.0,486.0
j3217bu7551,0,864.0,486.0
k32179pb0zk,0,486.0,864.0
u32178etie3,0,486.0,864.0
u3217w2a3vg,0,486.0,858.0
w3217w2ktie,0,486.0,858.0
q3217y46uze,0,864.0,486.0
t3217oy4gbi,0,864.0,486.0
z3217lg4da8,0,864.0,486.0
v321793oumq,0,864.0,486.0
z32171bbkr6,0,864.0,486.0
w32170h2xn7,0,486.0,864.0
u3217ncfv03,0,486.0,864.0
o3215vzm8uy,0,486.0,864.0
u0514vf4cfu,0,848.0,480.0
r32176uw4e3,0,864.0,486.0
q3217q9xwya,0,486.0,860.0
g32177y1zlv,0,486.0,864.0
i3217ttv6cv,0,864.0,486.0
e3217iai77l,0,864.0,486.0
j3217ymvtv8,0,864.0,486.0
n3217lfysrc,0,864.0,486.0
z3217wf9prq,0,486.0,864.0
b3217qjjnay,0,486.0,864.0
j3217ta2vk0,0,864.0,486.0
w3217o6utlq,0,486.0,864.0
m3216ba2p4d,0,864.0,486.0
e0900773b3b,0,864.0,486.0
e3217uplhws,0,486.0,864.0
r0035wtmh09,0,864.0,486.0
g3217fncbzn,0,864.0,446.0
r32173xrufn,0,486.0,864.0
w3216idlyhc,0,864.0,486.0
v3217548vlh,0,540.0,960.0
l3217991vkw,0,728.0,486.0
m32171h9vti,0,486.0,858.0
o321778d2cw,0,864.0,486.0
r3217w0lupi,0,486.0,864.0
e32179089bm,0,864.0,486.0
x3217nfnb4h,0,864.0,486.0
c3217ra82wz,0,486.0,864.0
n0758te3x5x,0,864.0,486.0
l3217hx3adz,0,486.0,864.0
w3217s7641y,0,864.0,486.0
e3217r3kf95,0,486.0,864.0
b32171mmljm,0,486.0,864.0
d3217pxign4,0,486.0,864.0
v3217n3f2bl,0,486.0,858.0
z3217dbzb0g,0,864.0,446.0
m321773w5yr,0,486.0,858.0
i0884531987,0,864.0,486.0
r321795a4zj,0,486.0,858.0
c3217k981ng,0,486.0,864.0
a3217qo5cz4,0,486.0,858.0
j32178c65qg,0,864.0,486.0
o321796jddz,0,864.0,486.0
l3217a789ir,0,486.0,864.0
e3217x0l1dh,0,486.0,864.0
a30402wpp3e,0,864.0,486.0
u32176q1xs2,0,864.0,486.0
a3217r7cty2,0,864.0,486.0
g3217uxbl80,0,864.0,486.0
p3217b6tuu6,0,864.0,486.0
b32178uq0r0,0,864.0,486.0
t3217aod7oe,0,486.0,864.0
z321704qo6n,0,486.0,864.0
b3065r3yd2y,0,864.0,486.0
s32177aa868,0,486.0,864.0
m3217nqbx8g,0,864.0,486.0
u3217rao0j4,0,486.0,864.0
h32169j8cwi,0,864.0,486.0
p3217kx5r4v,0,486.0,864.0
o3217gbg1vd,0,864.0,486.0
c3216kh70dl,0,864.0,486.0
o32032q8uoq,0,1280.0,720.0
w32174oaods,0,486.0,858.0
e3217y97lby,0,864.0,486.0
c3217z77k53,0,864.0,486.0
e3217bxpzgy,0,608.0,486.0
z3217l71pj8,0,486.0,858.0
k32177yvxie,0,648.0,486.0
g32167plbwv,0,864.0,486.0
m321754uzjd,0,486.0,608.0
m3217rx5lyt,0,486.0,864.0
n3217ohlfuz,0,864.0,486.0
p3217rseqxj,0,648.0,486.0
q3217lt273u,0,864.0,486.0
q3217p4zft9,0,864.0,486.0
z3217191ggx,0,864.0,486.0
w3217kwsonh,0,846.0,486.0
l3217dil4nc,0,864.0,486.0
s321766kjzc,0,864.0,486.0
e3217t1zdwh,0,864.0,486.0
x3217kn12li,0,486.0,864.0
r32030t216g,0,1280.0,720.0
n3217gis5um,0,486.0,864.0
s3217t3c1ag,0,864.0,486.0
z3217f3mndo,0,864.0,486.0
d00353e5tpu,0,864.0,486.0
f3217138pp1,0,864.0,486.0
h32176fihnt,0,864.0,486.0
h3217i4s1tz,0,398.0,864.0
i3217quzmja,0,864.0,486.0
a1437q1rskg,0,546.0,486.0
z3217ulm31y,0,864.0,486.0
w32174ismwg,0,486.0,864.0
q32178xdbvv,0,486.0,864.0
j3216st47vo,0,864.0,486.0
o32172kueqn,0,648.0,486.0
u3217747sa0,0,864.0,486.0
k32177ll0h7,0,864.0,486.0
p3217n336va,0,622.0,486.0
d0035a8ynwy,0,864.0,486.0
a3154ucvy57,0,864.0,486.0
r3217ffgqyr,0,864.0,486.0
z3217djmxb3,0,864.0,486.0
k3217l8i6ds,0,864.0,486.0
x3216uxvocj,0,486.0,858.0
z3216c1bawq,0,486.0,858.0
r3217wr4jx9,0,486.0,864.0
e3217psevlj,0,864.0,486.0
w32163eswe6,0,486.0,858.0
w3217jid3e0,0,486.0,864.0
h3217jjkpp0,0,864.0,486.0
p32168m4hjv,0,864.0,486.0
h3217kqwxmy,0,864.0,486.0
l3217ourseu,0,864.0,486.0
s3217vqu1hm,0,864.0,486.0
g3217xl3eo1,0,486.0,864.0
c3217enkq01,0,608.0,486.0
r3217e9qeq5,0,608.0,486.0
b3217w6r1k0,0,486.0,864.0
i3217pczhb3,0,864.0,486.0
c0950f35mvl,0,864.0,486.0
p3217nsugv8,0,864.0,486.0
v3216eww5p0,0,486.0,864.0
u32175oldp2,0,486.0,864.0
i3217vheorr,0,486.0,864.0
b3217odd127,0,486.0,864.0
e321646gwqi,0,486.0,864.0
k3217wrkt26,0,864.0,486.0
u321736clm3,0,864.0,486.0
j3217m32fxy,0,486.0,864.0
l3216a4pu2c,0,864.0,486.0
h3216nox0gw,0,486.0,834.0
d3216tj3z7m,0,864.0,486.0
